timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-26,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,76
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-32,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,73
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-30,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,65
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-46,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,76
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-6,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,73
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-22,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,63
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-12,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,68
1779574493309,288,Coalescing HTTP Request,404,,Request Coalescing 3-1,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,285,0,64
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-23,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,75
1779574493309,289,Coalescing HTTP Request,404,,Request Coalescing 3-11,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,287,0,67
1779574493309,288,Coalescing HTTP Request,404,,Request Coalescing 3-43,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,288,0,64
1779574493305,292,Coalescing HTTP Request,404,,Request Coalescing 3-18,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,65
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-14,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,75
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-8,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,64
1779574493305,292,Coalescing HTTP Request,404,,Request Coalescing 3-5,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,63
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-28,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,292,0,76
1779574493309,289,Coalescing HTTP Request,404,,Request Coalescing 3-35,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,287,0,72
1779574493309,289,Coalescing HTTP Request,404,,Request Coalescing 3-25,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,287,0,61
1779574493309,288,Coalescing HTTP Request,404,,Request Coalescing 3-39,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,285,0,70
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-2,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,72
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-4,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,68
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-16,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,75
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-49,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,71
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-40,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,68
1779574493492,106,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,3,59,http://localhost/MISS_7a577fe7-f799-49b0-8cf5-faec3a3d56c9,103,0,1
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-33,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,65
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-27,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,76
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-21,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,65
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-50,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,68
1779574493305,292,Coalescing HTTP Request,404,,Request Coalescing 3-41,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,75
1779574493305,292,Coalescing HTTP Request,404,,Request Coalescing 3-36,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,72
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-31,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,72
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-38,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,74
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-42,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,75
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-15,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,65
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-37,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,291,0,72
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-3,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,290,0,74
1779574493305,293,Coalescing HTTP Request,404,,Request Coalescing 3-10,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,289,0,65
1779574493309,289,Coalescing HTTP Request,404,,Request Coalescing 3-48,text,true,,344,149,50,59,http://localhost/COALESCE_coalesce_run_20260524_011451,287,0,62
1779574493605,13,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,348,153,3,9,http://localhost/MISS_de27cba7-224f-424c-b6d8-21774ee715a5,12,0,0
1779574493605,13,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,3,9,http://localhost/MISS_fb90ba4e-968f-44ab-871b-0647a129f0ec,12,0,0
1779574493605,13,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,3,9,http://localhost/MISS_e05fb721-0cdd-4bb1-9d12-086fe0316fd2,12,0,0
1779574493464,157,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,205,114,6,9,http://localhost/FR,157,0,1
1779574493310,311,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,204,114,6,9,http://localhost/IT,311,0,68
1779574493305,315,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,205,114,6,9,http://localhost/CA,315,0,74
1779574493364,257,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,212,114,6,9,http://localhost/US,257,0,16
1779574493305,315,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,210,114,6,9,http://localhost/NL,315,0,76
1779574493563,58,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,210,114,6,9,http://localhost/NL,58,0,1
1779574493621,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,205,114,6,9,http://localhost/FR,9,0,0
1779574493618,12,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,348,153,3,9,http://localhost/MISS_952221ad-74fb-4208-9e15-8cb1aa63c469,12,0,0
1779574493619,11,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,3,9,http://localhost/MISS_a6560687-ace7-4e53-a359-2afc4431dfb9,11,0,0
1779574493619,11,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,3,9,http://localhost/MISS_5445b983-01db-4f70-80c8-a23ac53f513b,11,0,0
1779574493621,11,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,205,114,6,9,http://localhost/NO,11,0,0
1779574493621,11,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,206,114,6,9,http://localhost/DE,11,0,0
1779574493621,11,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,204,114,6,9,http://localhost/ES,11,0,0
1779574493621,12,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,205,114,6,9,http://localhost/TR,12,0,0
1779574493621,12,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,208,114,6,9,http://localhost/AU,12,0,0
1779574493631,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,212,114,6,9,http://localhost/US,6,0,0
1779574493633,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,208,114,6,9,http://localhost/AU,5,0,0
1779574493633,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,210,114,6,9,http://localhost/NL,5,0,0
1779574493634,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,206,114,6,9,http://localhost/DE,6,0,0
1779574493631,9,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,347,153,3,9,http://localhost/MISS_5d180912-6de6-42c2-b543-b7ac96e2fc7d,9,0,0
1779574493631,9,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,347,153,3,9,http://localhost/MISS_0b7bbbea-a47a-4099-81d4-f4785d968fbd,9,0,0
1779574493631,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,3,9,http://localhost/MISS_91709433-4840-4a3a-9207-16cf8c27c80f,10,0,0
1779574493639,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,204,114,6,9,http://localhost/IT,6,0,0
1779574493640,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,205,114,6,9,http://localhost/NO,6,0,0
1779574493637,12,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,204,114,6,9,http://localhost/JP,12,0,0
1779574493639,10,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,210,114,6,9,http://localhost/CH,10,0,0
1779574493645,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,205,114,6,9,http://localhost/FR,4,0,0
1779574493642,8,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,3,9,http://localhost/MISS_a394d923-b63c-447b-9b26-ee852e879565,8,0,0
1779574493641,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,348,153,3,9,http://localhost/MISS_39c2d849-6609-43b0-a234-0ad6cb74d6c6,10,0,0
1779574493642,9,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,3,9,http://localhost/MISS_73cec92e-570e-4de3-a215-552e4aa105aa,9,0,0
1779574493647,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,204,114,6,9,http://localhost/IT,4,0,0
1779574493633,21,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,206,114,6,9,http://localhost/FI,21,0,0
1779574493635,19,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,205,114,6,9,http://localhost/SE,19,0,0
1779574493650,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,205,114,6,9,http://localhost/CA,4,0,0
1779574493651,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,210,114,6,9,http://localhost/CH,5,0,0
1779574493652,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,210,114,6,9,http://localhost/CH,5,0,0
1779574493654,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,210,114,6,9,http://localhost/CH,5,0,0
1779574493654,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,210,114,6,9,http://localhost/CH,5,0,0
1779574493655,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,204,114,6,9,http://localhost/IT,5,0,0
1779574493650,10,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,206,114,6,9,http://localhost/DK,10,0,0
1779574493651,11,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,3,9,http://localhost/MISS_66dbf001-36d4-4e3c-8119-b8a3efbb6da4,10,0,0
1779574493652,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,347,153,3,9,http://localhost/MISS_13cdd2e2-b093-4db3-a973-7e302d22fb2f,10,0,0
1779574493657,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,212,114,6,9,http://localhost/US,5,0,0
1779574493652,11,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,3,9,http://localhost/MISS_ec0fef7b-82d0-412b-835d-e925451bcc52,10,0,0
1779574493658,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,206,114,6,9,http://localhost/DE,5,0,0
1779574493660,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,205,114,7,10,http://localhost/FR,5,0,0
1779574493660,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,206,114,7,10,http://localhost/DK,6,0,0
1779574493660,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,206,114,7,10,http://localhost/DK,6,0,0
1779574493662,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,210,114,7,10,http://localhost/CH,5,0,0
1779574493665,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,210,114,7,10,http://localhost/CH,4,0,0
1779574493666,8,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,205,114,7,10,http://localhost/TR,8,0,0
1779574493667,7,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,204,114,7,10,http://localhost/ES,7,0,0
1779574493664,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,347,153,3,10,http://localhost/MISS_b3dfdb2f-8669-4575-bc9a-697e3cefcf79,10,0,0
1779574493666,8,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,206,114,7,10,http://localhost/DE,8,0,1
1779574493667,7,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,206,114,7,10,http://localhost/DE,7,0,0
1779574493662,12,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,3,10,http://localhost/MISS_33e456e9-7c89-4600-b23d-08814c7e93a1,12,0,0
1779574493664,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,347,153,3,10,http://localhost/MISS_895b2717-e6d9-42d8-aca6-562da6eed02c,10,0,0
1779574493667,8,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,213,114,7,10,http://localhost/GB,8,0,0
1779574493663,13,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,213,114,7,10,http://localhost/GB,13,0,0
1779574493675,3,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,210,114,7,10,http://localhost/NL,3,0,0
1779574493675,3,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,205,114,7,10,http://localhost/SE,3,0,0
1779574493674,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,213,114,7,10,http://localhost/GB,5,0,0
1779574493674,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,205,114,7,10,http://localhost/CA,6,0,0
1779574493675,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,205,114,7,10,http://localhost/NO,6,0,0
1779574493677,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,206,114,7,10,http://localhost/DK,4,0,0
1779574493678,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,206,114,7,10,http://localhost/DK,4,0,0
1779574493679,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,205,114,7,10,http://localhost/TR,4,0,0
1779574493679,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,206,114,7,10,http://localhost/DE,6,0,0
1779574493675,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,346,153,3,10,http://localhost/MISS_df27ff1f-d6a3-4fa2-9dc8-5b3aa3201c9f,10,0,0
1779574493679,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,204,114,7,10,http://localhost/JP,6,0,0
1779574493676,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,346,153,3,10,http://localhost/MISS_8e1ca599-4bbc-4ec5-ad4c-bb1c33a80632,10,0,0
1779574493681,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,206,114,7,10,http://localhost/DE,5,0,0
1779574493681,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,210,114,7,10,http://localhost/CH,5,0,0
1779574493675,11,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,3,10,http://localhost/MISS_1f698b95-5ef4-43d4-8e87-5f9bdf280503,11,0,0
1779574493682,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,210,114,7,10,http://localhost/CH,5,0,0
1779574493684,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,205,114,7,10,http://localhost/TR,5,0,0
1779574493686,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,204,114,7,10,http://localhost/ES,5,0,0
1779574493685,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,204,114,7,10,http://localhost/ES,6,0,0
1779574493685,7,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,205,114,7,10,http://localhost/CA,7,0,0
1779574493687,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,204,114,7,10,http://localhost/IT,5,0,0
1779574493687,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,213,114,7,10,http://localhost/GB,5,0,0
1779574493688,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,213,114,7,11,http://localhost/GB,4,0,0
1779574493690,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,213,114,7,11,http://localhost/GB,5,0,0
1779574493692,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,210,114,7,11,http://localhost/CH,5,0,0
1779574493693,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,210,114,7,11,http://localhost/CH,4,0,0
1779574493692,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,208,114,7,11,http://localhost/AU,5,0,0
1779574493686,11,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,348,153,4,11,http://localhost/MISS_7ad681bf-fcfa-4fdb-b9c7-594fdf31278c,11,0,0
1779574493692,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,204,114,7,11,http://localhost/IT,5,0,0
1779574493686,12,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,348,153,4,11,http://localhost/MISS_f5cced15-faab-4679-940f-fe5307c9eade,11,0,0
1779574493693,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,206,114,7,11,http://localhost/DK,5,0,0
1779574493693,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,208,114,7,11,http://localhost/AU,5,0,0
1779574493687,12,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,4,11,http://localhost/MISS_ecfccc30-b28b-4302-8153-448db621c6d3,12,0,0
1779574493696,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,213,114,7,11,http://localhost/GB,6,0,0
1779574493697,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,212,114,7,11,http://localhost/US,5,0,0
1779574493698,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,205,114,7,11,http://localhost/TR,4,0,0
1779574493698,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,205,114,7,11,http://localhost/SE,4,0,0
1779574493697,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,205,114,7,11,http://localhost/CA,5,0,0
1779574493698,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,205,114,7,11,http://localhost/FR,5,0,0
1779574493698,11,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,205,114,7,11,http://localhost/FR,11,0,0
1779574493702,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,204,114,7,11,http://localhost/IT,9,0,0
1779574493704,7,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,205,114,7,11,http://localhost/TR,7,0,0
1779574493702,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,205,114,7,11,http://localhost/FR,9,0,0
1779574493694,17,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-4,text,true,,348,153,4,11,http://localhost/MISS_4f0591ac-008d-482b-9d31-8009dc1464cd,17,0,1
1779574493702,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,205,114,7,11,http://localhost/SE,9,0,0
1779574493702,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,205,114,7,11,http://localhost/CA,9,0,0
1779574493703,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,204,114,7,11,http://localhost/JP,9,0,0
1779574493711,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,205,114,7,11,http://localhost/SE,6,0,0
1779574493698,19,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,347,153,4,11,http://localhost/MISS_47932898-d1e7-499a-97dc-82c5e65e772c,19,0,0
1779574493711,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,210,114,7,11,http://localhost/CH,6,0,0
1779574493712,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,204,114,7,11,http://localhost/ES,6,0,0
1779574493698,20,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-3,text,true,,347,153,4,11,http://localhost/MISS_6a9e3342-1adc-4ba6-8f8a-5eadf1b79758,20,0,0
1779574493711,7,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,213,114,7,11,http://localhost/GB,7,0,0
1779574493712,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,210,114,7,11,http://localhost/NL,6,0,0
1779574493700,19,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-2,text,true,,348,153,4,11,http://localhost/MISS_faf61dfb-eaec-4a93-ab73-c62e78f2f6f3,19,0,0
1779574493712,8,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,213,114,7,11,http://localhost/GB,8,0,0
1779574493714,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,205,114,7,11,http://localhost/CA,6,0,0
1779574493718,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,204,114,7,11,http://localhost/IT,4,0,0
1779574493719,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,204,114,7,11,http://localhost/IT,4,0,0
1779574493718,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-4,,true,,213,114,7,11,http://localhost/GB,6,0,0
1779574493719,6,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-3,,true,,205,114,7,11,http://localhost/SE,6,0,0
1779574493718,8,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-1,,true,,204,114,7,11,http://localhost/JP,8,0,0
1779574493712,15,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-4,text,true,,348,153,4,11,http://localhost/MISS_1757ac24-4d4e-406c-9142-8d4872526d6b,15,0,0
1779574493722,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-5,,true,,206,114,7,11,http://localhost/DK,5,0,0
1779574493722,5,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-6,,true,,205,114,7,11,http://localhost/TR,5,0,0
1779574493718,10,Cache Miss HTTP Request,404,,Cache Miss / DB Lookup 2-1,text,true,,347,153,4,11,http://localhost/MISS_8a0dd530-d546-4113-bebd-e57d800c7e72,9,0,0
1779574493724,4,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-7,,true,,206,114,7,11,http://localhost/FI,4,0,0
1779574493723,9,Cache Hit HTTP Request,301,,Cache Hit Scenario 1-2,,true,,210,114,7,11,http://localhost/CH,9,0,0
